marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento,valor
dell,2014,4,7,6,não,0,3,365,HD,IPS,não,250,0,entrada,8298
samsung,2011,6,8,8,não,0,2,596,4K,AMOLED,não,500,250,premium,18598
positivo,2011,4,7,6,não,0,1,291,HD,IPS,não,0,250,entrada,7330
xiaomi,2012,12,21,16,não,0,2,478,4K,OLED,não,2000,250,premium,26161
samsung,2021,12,24,12,sim,2,4,82,FULLHD,TN,não,0,250,jogos_entrada,8315
hp,2019,4,5,12,sim,4,4,72,FULLHD,TN,não,0,250,jogos_entrada,7517
apple,2012,12,12,8,não,0,2,580,4K,AMOLED,não,1000,250,premium,20360
samsung,2015,6,8,16,sim,6,3,170,QUADHD,AMOLED,não,0,250,jogos_premium,24332
xiaomi,2010,12,22,8,não,0,3,456,QUADHD,OLED,não,2000,250,premium,22224
samsung,2014,6,7,2,não,0,2,538,FULLHD,VA,não,250,1000,ultraportatil,16624
samsung,2010,4,6,4,não,0,2,595,HD,IPS,não,0,250,intermediario,14496
dell,2022,4,7,6,não,0,3,514,FULLHD,IPS,não,0,250,ultraportatil,13997
acer,2011,4,8,4,não,0,3,391,HD,TN,não,2000,0,intermediario,10169
asus,2016,4,8,6,não,0,3,523,FULLHD,IPS,não,0,2000,ultraportatil,17117
acer,2020,6,12,2,não,0,2,551,FULLHD,VA,não,0,1000,ultraportatil,17190
lenovo,2018,4,4,64,não,0,2,501,FULLHD,TN,não,0,2000,ultraportatil,19619
razer,2011,8,8,8,não,0,2,514,4K,AMOLED,não,500,250,premium,21599
dell,2012,4,4,6,não,0,3,419,HD,IPS,não,2000,0,intermediario,11364
dell,2020,6,7,8,não,0,2,513,4K,AMOLED,sim,0,500,premium,24233
huawei,2023,8,8,16,não,0,2,516,QUADHD,OLED,não,0,250,premium,24966
lenovo,2011,2,4,2,não,0,3,561,FULLHD,IPS,não,500,125,ultraportatil,16826
xiaomi,2014,4,6,16,não,0,3,533,4K,OLED,não,0,500,premium,24678
samsung,2019,8,15,2,não,0,3,505,FULLHD,VA,não,0,250,ultraportatil,19338
hp,2015,6,7,16,sim,6,1,100,FULLHD,TN,não,0,250,jogos_intermediarios,10010
asus,2011,4,5,8,não,0,2,270,FULLHD,IPS,sim,1000,250,2em1,10920
hp,2021,10,18,12,sim,6,4,113,4K,OLED,não,0,250,jogos_intermediarios,10787
positivo,2023,10,15,16,não,0,2,57,HD,IPS,não,500,2000,entrada,6164
lenovo,2023,4,8,16,sim,8,4,117,FULLHD,OLED,não,0,250,jogos_premium,21690
razer,2020,8,10,8,não,0,3,428,FULLHD,OLED,não,0,1000,premium,21568
xiaomi,2011,10,11,8,não,0,3,475,4K,AMOLED,não,250,250,premium,22188
hp,2020,12,24,2,não,0,2,571,FULLHD,VA,não,0,250,ultraportatil,17513
positivo,2014,6,11,32,não,0,1,122,HD,TN,não,2000,0,entrada,5386
hp,2015,8,14,12,sim,4,4,192,FULLHD,VA,não,0,2000,jogos_entrada,9602
xiaomi,2011,8,11,16,não,0,2,544,FULLHD,OLED,não,500,250,premium,17362
lenovo,2016,12,23,16,sim,6,4,100,FULLHD,OLED,não,0,250,jogos_premium,20499
razer,2012,8,12,16,não,0,2,459,QUADHD,AMOLED,não,250,250,premium,21568
dell,2023,6,11,16,não,0,4,525,HD,IPS,não,0,250,intermediario,13272
hp,2021,4,7,12,sim,4,4,111,FULLHD,VA,não,0,250,jogos_entrada,7356
lenovo,2011,10,16,16,sim,6,4,97,QUADHD,AMOLED,não,1000,1000,jogos_premium,19396
xiaomi,2010,12,13,8,não,0,2,436,4K,OLED,não,250,250,premium,17071
positivo,2015,4,4,12,não,0,2,244,HD,TN,não,250,0,entrada,6600
apple,2023,10,17,16,não,0,2,511,QUADHD,AMOLED,não,0,250,premium,18849
hp,2016,8,10,12,sim,4,1,195,FULLHD,OLED,não,0,1000,jogos_entrada,10219
razer,2021,6,8,32,sim,6,4,127,4K,AMOLED,não,0,250,jogos_premium,17393
lenovo,2010,6,8,6,não,0,3,277,HD,TN,não,2000,0,intermediario,10030
razer,2011,10,20,16,não,0,2,595,4K,AMOLED,não,250,250,premium,26099
xiaomi,2019,8,16,16,não,0,2,466,4K,AMOLED,não,0,500,premium,17059
lenovo,2023,12,14,32,não,0,1,599,HD,IPS,não,250,125,entrada,14110
samsung,2013,2,4,8,sim,2,4,134,FULLHD,OLED,não,250,2000,jogos_entrada,8725
xiaomi,2013,6,10,8,não,0,2,417,QUADHD,OLED,não,0,250,premium,15209
xiaomi,2017,12,22,8,não,0,3,417,4K,AMOLED,não,0,2000,premium,20808
lenovo,2022,6,10,12,sim,6,4,114,4K,VA,não,0,2000,jogos_intermediarios,11380
xiaomi,2020,6,11,8,não,0,3,422,FULLHD,OLED,não,0,500,premium,18051
xiaomi,2011,12,19,8,não,0,2,455,4K,OLED,não,1000,250,premium,15636
apple,2023,12,13,16,não,0,2,582,QUADHD,AMOLED,não,0,250,premium,21713
samsung,2013,4,4,12,sim,2,2,81,FULLHD,VA,não,1000,1000,jogos_entrada,8624
xiaomi,2013,4,7,8,não,0,2,527,FULLHD,AMOLED,não,500,250,premium,20862
huawei,2023,12,14,8,não,0,3,502,QUADHD,OLED,não,0,2000,premium,22208
positivo,2017,4,5,12,não,0,2,132,HD,IPS,não,500,0,entrada,5269
razer,2023,12,14,8,não,0,2,524,QUADHD,OLED,não,0,250,premium,19047
samsung,2018,6,8,8,não,0,3,545,QUADHD,OLED,não,0,500,premium,15779
huawei,2015,4,7,8,não,0,3,461,QUADHD,OLED,não,0,500,premium,17791
huawei,2012,10,13,16,não,0,2,581,QUADHD,AMOLED,não,1000,250,premium,17184
asus,2011,6,10,2,não,0,2,597,FULLHD,VA,não,0,250,ultraportatil,16754
acer,2015,6,11,4,não,0,4,139,HD,VA,não,0,250,intermediario,6555
huawei,2012,12,18,16,não,0,3,570,QUADHD,AMOLED,não,0,1000,premium,21700
hp,2012,4,8,12,sim,2,2,178,FULLHD,IPS,não,0,2000,jogos_entrada,9807
asus,2018,10,10,4,não,0,2,500,HD,IPS,não,250,0,intermediario,11921
asus,2023,6,6,8,não,0,2,434,FULLHD,AMOLED,não,0,500,premium,17436
positivo,2019,10,12,64,não,0,4,298,HD,IPS,não,1000,0,entrada,9118
dell,2013,2,3,12,não,0,2,549,HD,IPS,não,0,250,entrada,10954
hp,2020,6,7,12,sim,2,4,50,FULLHD,OLED,não,0,250,jogos_entrada,6469
xiaomi,2011,6,8,16,não,0,2,450,FULLHD,OLED,não,0,1000,premium,18693
lenovo,2020,4,7,32,não,0,4,508,HD,IPS,não,1000,0,entrada,12015
lenovo,2022,8,14,32,não,0,3,290,HD,TN,não,0,500,intermediario,9565
dell,2021,6,12,16,sim,6,4,45,QUADHD,OLED,não,0,250,jogos_premium,16060
xiaomi,2010,8,8,16,não,0,2,409,FULLHD,AMOLED,não,500,250,premium,17444
dell,2010,8,12,32,sim,6,3,98,FULLHD,OLED,não,500,125,jogos_premium,15428
positivo,2020,6,7,6,não,0,1,187,HD,IPS,não,250,0,entrada,5965
apple,2022,4,7,8,não,0,2,500,QUADHD,AMOLED,não,0,2000,premium,22257
asus,2015,6,11,4,não,0,1,526,HD,IPS,não,1000,0,intermediario,12874
xiaomi,2014,6,10,8,não,0,3,539,4K,OLED,não,1000,250,premium,17368
positivo,2021,6,9,4,não,0,2,144,HD,IPS,não,0,250,entrada,6116
lenovo,2019,8,14,2,não,0,2,386,FULLHD,IPS,sim,0,250,2em1,12637
hp,2017,8,15,4,não,0,3,550,FULLHD,VA,não,0,2000,ultraportatil,17623
samsung,2023,6,10,6,não,0,2,220,HD,OLED,não,0,250,intermediario,8238
positivo,2016,8,12,8,não,0,2,36,HD,IPS,não,250,0,entrada,4284
positivo,2012,4,5,2,não,0,4,55,HD,IPS,não,1000,0,entrada,3794
dell,2015,8,11,4,não,0,3,424,HD,IPS,não,1000,0,entrada,9419
asus,2012,6,6,12,não,0,3,153,FULLHD,AMOLED,sim,250,250,2em1,9076
hp,2023,4,7,12,sim,8,4,89,QUADHD,OLED,não,0,500,jogos_intermediarios,11154
positivo,2019,6,6,12,não,0,3,286,HD,TN,não,1000,0,entrada,7463
dell,2013,10,15,32,sim,6,1,124,FULLHD,OLED,não,1000,500,jogos_premium,13899
acer,2023,10,19,32,sim,12,4,57,QUADHD,AMOLED,não,0,2000,jogos_premium,15536
lenovo,2014,10,15,12,sim,2,3,124,FULLHD,IPS,não,500,250,jogos_entrada,8265
razer,2016,8,15,16,sim,6,4,36,QUADHD,OLED,não,0,250,jogos_premium,12239
hp,2020,10,12,16,sim,4,4,178,QUADHD,OLED,não,0,500,jogos_intermediarios,12204
xiaomi,2014,12,14,16,não,0,2,493,4K,AMOLED,não,0,2000,premium,26934
huawei,2013,8,14,16,não,0,2,427,4K,OLED,não,0,250,premium,24280
huawei,2020,8,16,16,não,0,2,563,QUADHD,OLED,não,0,250,premium,26580
hp,2010,2,3,12,sim,4,4,127,FULLHD,IPS,não,2000,500,jogos_entrada,7467
hp,2011,6,7,12,sim,2,3,144,FULLHD,OLED,não,1000,125,jogos_entrada,8704
acer,2012,2,3,8,não,0,4,407,HD,IPS,não,2000,0,intermediario,10507
hp,2012,6,6,6,não,0,2,547,FULLHD,VA,não,1000,500,ultraportatil,17876
hp,2015,8,14,8,sim,2,3,89,FULLHD,OLED,não,0,2000,jogos_entrada,8397
xiaomi,2023,10,14,8,não,0,3,450,FULLHD,AMOLED,não,0,500,premium,17604
razer,2014,10,15,16,não,0,2,402,QUADHD,OLED,não,2000,250,premium,16530
dell,2022,8,9,16,sim,8,4,53,FULLHD,OLED,não,0,250,jogos_premium,15125
positivo,2021,8,13,12,não,0,4,268,HD,TN,não,500,0,entrada,6935
razer,2017,4,7,16,sim,6,3,173,FULLHD,OLED,não,0,250,jogos_premium,18995
apple,2018,4,6,16,não,0,2,539,QUADHD,AMOLED,não,0,2000,premium,16852
lenovo,2021,8,10,8,sim,4,4,184,FULLHD,TN,não,0,250,jogos_entrada,9117
dell,2020,12,15,64,não,0,4,230,HD,VA,não,250,0,intermediario,10850
apple,2020,8,11,8,não,0,2,575,4K,OLED,não,0,1000,premium,18393
samsung,2013,6,11,6,não,0,2,534,FULLHD,OLED,não,1000,1000,ultraportatil,15276
lenovo,2010,4,4,8,não,0,4,392,HD,OLED,não,1000,0,intermediario,11786
apple,2010,8,9,8,não,0,2,572,FULLHD,AMOLED,não,500,250,premium,18392
positivo,2017,10,19,12,não,0,1,177,HD,TN,não,250,0,entrada,7334
positivo,2021,12,21,32,não,0,4,117,HD,TN,não,0,500,entrada,6262
samsung,2022,6,12,8,não,0,1,415,HD,IPS,não,0,1000,intermediario,11858
hp,2023,4,7,16,sim,8,4,124,FULLHD,OLED,não,0,500,jogos_intermediarios,11308
asus,2022,6,6,8,não,0,2,425,QUADHD,IPS,sim,0,250,premium,16378
lenovo,2011,6,11,8,não,0,3,385,FULLHD,AMOLED,sim,2000,250,2em1,15841
dell,2023,8,12,12,sim,6,4,157,FULLHD,TN,não,0,500,jogos_intermediarios,11528
asus,2012,2,4,12,não,0,2,552,FULLHD,VA,não,500,2000,ultraportatil,20387
acer,2013,2,3,8,sim,4,2,35,FULLHD,VA,não,250,2000,jogos_entrada,8190
razer,2013,12,14,16,sim,6,2,131,4K,AMOLED,não,0,250,jogos_premium,25006
dell,2017,10,14,16,não,0,3,576,QUADHD,IPS,sim,0,250,premium,26323
huawei,2019,8,16,8,não,0,2,580,4K,OLED,não,0,1000,premium,26142
lenovo,2022,4,4,8,sim,2,4,124,FULLHD,OLED,não,0,500,jogos_entrada,9079
hp,2011,6,10,8,não,0,2,594,FULLHD,VA,não,250,1000,ultraportatil,20389
samsung,2023,6,10,16,não,0,3,443,FULLHD,AMOLED,não,0,2000,premium,16326
samsung,2012,8,14,16,sim,6,4,133,QUADHD,OLED,não,250,2000,jogos_premium,18973
positivo,2012,6,6,16,não,0,1,133,HD,IPS,não,500,0,entrada,5323
acer,2017,4,5,2,não,0,4,31,HD,TN,não,0,250,entrada,2522
dell,2016,8,14,16,não,0,2,38,FULLHD,IPS,sim,0,250,2em1,6894
huawei,2018,6,7,16,não,0,3,421,FULLHD,AMOLED,não,0,2000,premium,14984
hp,2014,4,6,6,não,0,3,597,FULLHD,VA,não,250,125,ultraportatil,16350
dell,2020,6,11,16,não,0,2,429,4K,AMOLED,sim,0,1000,premium,21902
huawei,2016,10,19,8,não,0,2,507,4K,OLED,não,0,2000,premium,25890
samsung,2019,10,16,64,não,0,2,587,FULLHD,VA,não,0,250,ultraportatil,21296
xiaomi,2020,8,15,8,não,0,2,547,FULLHD,OLED,não,0,2000,premium,26483
apple,2020,8,14,8,não,0,2,556,QUADHD,OLED,não,0,250,premium,24087
positivo,2013,6,7,12,não,0,1,92,HD,TN,não,2000,0,entrada,4475
asus,2016,6,6,4,não,0,2,537,FULLHD,TN,não,0,2000,ultraportatil,20091
razer,2020,8,16,16,sim,6,4,135,QUADHD,AMOLED,não,0,250,jogos_premium,15839
razer,2019,8,14,16,não,0,2,577,4K,OLED,não,0,250,premium,20850
hp,2010,2,3,12,sim,2,3,95,FULLHD,OLED,não,2000,1000,jogos_entrada,8771
positivo,2022,12,20,6,não,0,1,173,HD,IPS,não,250,125,entrada,7005
dell,2014,8,12,8,não,0,1,135,HD,IPS,não,500,0,intermediario,7557
lenovo,2023,6,6,8,não,0,2,489,4K,OLED,não,0,1000,premium,16105
acer,2023,8,11,32,sim,12,4,144,QUADHD,AMOLED,não,0,500,jogos_premium,24977
samsung,2012,6,10,8,sim,2,1,185,FULLHD,IPS,não,500,500,jogos_entrada,8813
dell,2019,10,13,16,não,0,3,273,HD,TN,não,1000,0,entrada,7660
dell,2015,8,16,12,sim,4,2,188,FULLHD,VA,não,0,250,jogos_intermediarios,12193
razer,2012,12,12,8,não,0,3,478,FULLHD,AMOLED,não,1000,250,premium,24164
lenovo,2015,6,8,16,não,0,1,392,HD,OLED,não,500,0,intermediario,11866
razer,2012,4,5,32,sim,6,2,184,FULLHD,AMOLED,não,2000,250,jogos_premium,13808
samsung,2014,10,12,16,não,0,1,424,HD,VA,não,500,0,intermediario,12304
huawei,2019,8,16,8,não,0,3,591,4K,AMOLED,não,0,250,premium,17710
apple,2012,6,8,16,não,0,2,514,4K,OLED,não,1000,250,premium,19899
razer,2018,10,12,16,não,0,2,515,4K,OLED,não,0,500,premium,16259
apple,2011,10,20,8,não,0,2,406,QUADHD,OLED,não,1000,250,premium,17250
razer,2022,6,11,32,sim,6,4,105,QUADHD,AMOLED,não,0,250,jogos_premium,18402
asus,2013,6,8,12,não,0,1,307,HD,OLED,não,0,500,intermediario,10194
razer,2016,12,22,32,sim,6,2,84,FULLHD,AMOLED,não,0,250,jogos_premium,19584
xiaomi,2010,8,8,8,não,0,2,403,QUADHD,AMOLED,não,1000,250,premium,13898
dell,2011,6,6,16,sim,6,1,51,QUADHD,AMOLED,não,250,250,jogos_premium,14488
acer,2017,4,7,12,não,0,3,122,HD,VA,não,250,0,intermediario,6732
hp,2012,6,7,12,sim,2,2,98,FULLHD,VA,não,2000,500,jogos_entrada,7373
apple,2017,10,19,16,não,0,2,450,FULLHD,OLED,não,0,250,premium,16231
acer,2018,6,7,16,não,0,3,588,FULLHD,AMOLED,não,0,1000,premium,16916
acer,2011,6,6,6,não,0,2,528,FULLHD,IPS,não,1000,125,ultraportatil,16214
apple,2016,10,11,16,não,0,3,588,FULLHD,OLED,não,0,250,premium,20798
hp,2017,4,7,12,sim,4,1,84,FULLHD,TN,não,0,500,jogos_entrada,7807
samsung,2013,6,10,2,não,0,1,457,HD,IPS,não,2000,0,entrada,10606
hp,2016,8,12,8,não,0,3,586,FULLHD,TN,não,0,250,ultraportatil,18149
lenovo,2011,12,16,16,sim,6,1,163,QUADHD,OLED,não,250,500,jogos_intermediarios,12423
razer,2011,6,6,16,não,0,3,492,4K,AMOLED,não,250,250,premium,17209
razer,2019,12,20,16,sim,6,4,52,4K,OLED,não,0,250,jogos_premium,22462
apple,2018,8,8,16,não,0,2,421,FULLHD,AMOLED,não,0,500,premium,15319
apple,2010,12,23,8,não,0,3,527,QUADHD,AMOLED,não,2000,250,premium,20754
razer,2016,12,20,16,não,0,3,546,QUADHD,OLED,não,0,250,premium,24647
lenovo,2016,4,6,6,não,0,3,542,FULLHD,OLED,não,0,250,ultraportatil,15947
lenovo,2021,8,16,8,não,0,3,496,4K,AMOLED,não,0,250,premium,20474
huawei,2013,10,19,16,não,0,3,542,FULLHD,AMOLED,não,250,250,premium,17774
lenovo,2012,4,4,12,não,0,1,482,HD,OLED,não,1000,0,intermediario,11734
razer,2012,6,11,8,não,0,2,588,4K,AMOLED,não,1000,250,premium,23064
acer,2014,4,8,16,não,0,3,584,HD,IPS,não,1000,0,intermediario,14862
lenovo,2013,2,2,8,não,0,4,48,HD,IPS,não,500,0,entrada,3677
dell,2010,4,8,8,não,0,2,533,FULLHD,AMOLED,não,2000,250,premium,15713
lenovo,2016,4,5,4,não,0,2,546,FULLHD,VA,não,0,1000,ultraportatil,15835
xiaomi,2017,8,14,8,não,0,3,422,QUADHD,OLED,não,0,250,premium,22570
razer,2020,8,9,32,sim,6,4,196,QUADHD,AMOLED,não,0,250,jogos_premium,20647
razer,2010,4,8,8,não,0,2,522,4K,OLED,não,2000,250,premium,24441
hp,2021,4,6,16,sim,6,4,85,4K,VA,não,0,500,jogos_intermediarios,10206
positivo,2016,10,13,12,não,0,1,256,HD,IPS,não,0,1000,entrada,7669
asus,2010,2,3,2,não,0,3,539,FULLHD,OLED,não,0,250,ultraportatil,13878
huawei,2021,6,9,16,não,0,2,503,FULLHD,AMOLED,não,0,1000,premium,18106
acer,2016,8,13,12,sim,2,3,112,FULLHD,VA,não,0,2000,jogos_entrada,8769
lenovo,2018,10,16,8,não,0,3,584,FULLHD,AMOLED,não,0,500,premium,17007
xiaomi,2012,12,20,16,não,0,3,459,QUADHD,AMOLED,não,1000,250,premium,23353
positivo,2012,2,3,12,não,0,2,227,HD,TN,não,0,250,entrada,6663
huawei,2011,4,4,16,não,0,2,411,4K,OLED,não,250,250,premium,15297
razer,2023,10,16,16,sim,8,4,179,FULLHD,OLED,não,0,500,jogos_premium,22502
samsung,2022,6,9,12,sim,4,4,120,FULLHD,VA,não,0,250,jogos_entrada,8558
acer,2017,6,12,16,sim,6,4,137,4K,TN,não,0,500,jogos_intermediarios,10899
xiaomi,2013,12,22,8,não,0,3,415,4K,AMOLED,não,1000,250,premium,24598
xiaomi,2010,10,15,16,não,0,3,433,QUADHD,AMOLED,não,500,250,premium,21319
razer,2014,4,7,16,sim,6,3,91,4K,OLED,não,1000,2000,jogos_premium,17271
hp,2010,8,16,12,sim,6,3,155,FULLHD,IPS,não,0,1000,jogos_intermediarios,11261
apple,2017,8,16,16,não,0,2,595,4K,AMOLED,não,0,250,premium,21966
lenovo,2010,6,8,8,não,0,3,208,HD,OLED,não,500,0,intermediario,8763
asus,2014,8,10,8,não,0,2,547,FULLHD,TN,não,2000,1000,ultraportatil,20482
apple,2023,8,11,8,não,0,2,591,4K,AMOLED,não,0,500,premium,22795
positivo,2019,4,8,64,não,0,2,183,HD,TN,não,1000,0,entrada,6557
asus,2016,10,15,6,não,0,3,292,HD,TN,não,250,0,entrada,7977
dell,2019,8,11,32,sim,6,4,49,FULLHD,AMOLED,não,0,250,jogos_premium,16968
acer,2022,6,8,16,não,0,3,401,FULLHD,OLED,não,0,250,premium,14383
razer,2013,6,9,16,não,0,2,427,QUADHD,AMOLED,não,250,250,premium,22837
asus,2016,4,6,6,não,0,2,583,FULLHD,VA,não,0,250,ultraportatil,15628
acer,2015,6,12,8,sim,2,3,79,FULLHD,TN,não,0,2000,jogos_entrada,7866
lenovo,2012,2,2,2,não,0,3,514,FULLHD,OLED,não,2000,2000,ultraportatil,18292
razer,2022,12,24,16,sim,12,4,77,QUADHD,OLED,não,0,250,jogos_premium,20983
asus,2016,10,18,8,não,0,2,562,QUADHD,OLED,não,0,250,premium,16199
apple,2018,4,4,16,não,0,2,430,QUADHD,OLED,não,0,250,premium,17371
huawei,2010,10,15,8,não,0,2,517,4K,AMOLED,não,500,250,premium,18365
xiaomi,2021,10,16,8,não,0,3,540,FULLHD,OLED,não,0,250,premium,21777
xiaomi,2015,8,11,16,não,0,2,497,FULLHD,OLED,não,0,1000,premium,20976
xiaomi,2019,6,12,16,não,0,2,589,QUADHD,AMOLED,não,0,500,premium,21832
acer,2011,4,6,6,não,0,2,275,HD,VA,não,0,250,intermediario,9196
samsung,2015,12,20,16,sim,6,3,82,QUADHD,AMOLED,não,0,250,jogos_premium,16345
hp,2019,6,11,12,sim,4,4,49,QUADHD,TN,não,0,1000,jogos_intermediarios,8525
asus,2013,2,2,2,não,0,2,595,FULLHD,TN,não,0,500,ultraportatil,17750
positivo,2019,10,15,6,não,0,2,162,HD,IPS,não,0,2000,entrada,6722
apple,2012,6,9,16,não,0,3,534,QUADHD,OLED,não,250,250,premium,24292
acer,2022,10,20,8,não,0,3,191,FULLHD,IPS,sim,0,2000,2em1,10276
lenovo,2011,6,8,12,não,0,2,97,HD,IPS,não,500,0,entrada,5392
acer,2020,6,9,16,sim,6,4,154,QUADHD,VA,não,0,250,jogos_intermediarios,11547
acer,2019,4,6,2,não,0,4,390,HD,OLED,não,0,250,intermediario,11759
hp,2015,4,6,12,sim,4,1,114,FULLHD,IPS,não,0,1000,jogos_intermediarios,10413
hp,2021,12,16,16,não,0,3,579,FULLHD,TN,não,0,250,ultraportatil,16214
razer,2010,4,5,8,não,0,2,516,FULLHD,OLED,não,2000,250,premium,23072
apple,2012,10,12,8,não,0,2,579,FULLHD,OLED,não,2000,250,premium,26278
huawei,2017,4,6,16,não,0,3,537,QUADHD,OLED,não,0,1000,premium,16790
xiaomi,2016,4,8,8,não,0,3,465,4K,OLED,não,0,1000,premium,23031
positivo,2017,6,8,2,não,0,2,183,HD,TN,não,500,0,entrada,5376
xiaomi,2019,6,6,8,não,0,2,412,QUADHD,OLED,não,0,2000,premium,17979
samsung,2014,6,6,4,não,0,1,273,HD,TN,não,0,500,entrada,7927
dell,2020,4,8,2,não,0,4,317,HD,VA,não,250,0,intermediario,9857
dell,2020,6,10,16,não,0,2,577,QUADHD,IPS,sim,0,250,premium,23340
acer,2023,10,20,32,sim,6,4,84,4K,OLED,não,0,250,jogos_premium,15376
huawei,2022,4,7,16,não,0,2,571,4K,AMOLED,não,0,250,premium,24699
asus,2010,2,2,12,não,0,2,309,FULLHD,AMOLED,sim,500,250,2em1,12010
apple,2012,4,6,16,não,0,3,495,4K,AMOLED,não,2000,250,premium,23478
positivo,2019,8,12,64,não,0,4,167,HD,TN,não,500,0,entrada,6612
huawei,2015,10,18,16,não,0,3,523,FULLHD,AMOLED,não,0,500,premium,22562
xiaomi,2012,6,12,8,não,0,2,535,FULLHD,OLED,não,1000,250,premium,25368
lenovo,2019,4,4,16,sim,6,4,186,FULLHD,AMOLED,não,0,2000,jogos_premium,20317
apple,2014,12,18,8,não,0,2,572,QUADHD,OLED,não,2000,250,premium,20575
lenovo,2011,6,7,8,não,0,1,285,HD,TN,não,250,0,intermediario,8985
lenovo,2022,8,10,16,sim,4,4,176,4K,IPS,não,0,1000,jogos_intermediarios,12891
razer,2018,6,10,32,sim,6,1,141,4K,OLED,não,0,500,jogos_premium,21199
acer,2020,10,18,8,não,0,3,484,HD,VA,não,250,0,intermediario,12734
dell,2012,4,6,4,não,0,2,246,FULLHD,IPS,sim,2000,250,2em1,9571
xiaomi,2012,10,20,16,não,0,2,484,QUADHD,AMOLED,não,1000,250,premium,24752
asus,2013,2,3,12,não,0,1,593,HD,TN,não,250,0,entrada,12133
samsung,2017,10,17,12,sim,4,4,54,FULLHD,VA,não,0,250,jogos_entrada,7482
samsung,2018,10,11,16,não,0,3,444,FULLHD,IPS,sim,0,250,premium,13602
positivo,2010,2,2,4,não,0,3,292,HD,IPS,não,500,0,entrada,7262
samsung,2018,10,12,2,não,0,2,514,FULLHD,TN,não,0,1000,ultraportatil,15271
lenovo,2016,6,12,2,não,0,3,452,FULLHD,IPS,sim,0,250,2em1,14673
hp,2011,12,13,16,sim,6,3,34,FULLHD,TN,não,0,500,jogos_intermediarios,9486
huawei,2013,8,8,8,não,0,2,597,FULLHD,AMOLED,não,500,250,premium,22349
xiaomi,2017,4,5,8,não,0,3,407,4K,AMOLED,não,0,250,premium,21410
apple,2018,4,6,8,não,0,3,596,4K,AMOLED,não,0,500,premium,19634
acer,2017,10,11,4,não,0,3,432,HD,VA,não,250,0,intermediario,11559
razer,2014,12,18,16,não,0,3,569,4K,OLED,não,2000,250,premium,25098
huawei,2010,8,15,8,não,0,2,564,QUADHD,OLED,não,2000,250,premium,25603
dell,2014,6,12,12,sim,2,3,44,FULLHD,IPS,não,0,250,jogos_entrada,6464
huawei,2021,8,11,8,não,0,3,600,FULLHD,AMOLED,não,0,250,premium,22665
positivo,2010,6,9,12,não,0,2,237,HD,TN,não,1000,0,entrada,7029
