marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento,valor
apple,2014.0,6,7,16,não,,3.0,,4K,AMOLED,não,2000.0,250.0,,25659
samsung,2018.0,4,8,16,não,,,,QUADHD,AMOLED,não,0.0,,premium,20553
dell,2021.0,10,13,16,não,0.0,,,FULLHD,OLED,não,0.0,2000.0,premium,26613
razer,2012.0,12,21,8,não,,2.0,541.0,4K,AMOLED,não,0.0,2000.0,premium,22201
apple,2016.0,12,12,16,não,0.0,3.0,,QUADHD,,não,0.0,1000.0,premium,19405
razer,2017.0,10,19,32,sim,6.0,,137.0,4K,AMOLED,não,0.0,250.0,jogos_premium,23815
razer,2010.0,12,14,8,não,0.0,,477.0,QUADHD,AMOLED,não,2000.0,250.0,,19585
hp,2022.0,6,11,8,sim,2.0,,120.0,FULLHD,OLED,não,0.0,2000.0,jogos_entrada,8448
huawei,2012.0,10,16,16,não,0.0,3.0,579.0,QUADHD,OLED,não,2000.0,250.0,premium,25980
xiaomi,2015.0,8,11,8,não,,2.0,,QUADHD,AMOLED,não,0.0,250.0,premium,25906
acer,2016.0,12,14,8,não,0.0,,,QUADHD,,não,0.0,2000.0,premium,27022
lenovo,2013.0,2,3,2,não,0.0,,572.0,FULLHD,,não,0.0,250.0,ultraportatil,18712
positivo,2010.0,4,5,8,não,,4.0,285.0,HD,IPS,não,0.0,500.0,entrada,7034
hp,2020.0,6,8,12,sim,2.0,,194.0,FULLHD,TN,não,0.0,250.0,jogos_entrada,8042
acer,2022.0,4,4,16,sim,6.0,,143.0,FULLHD,,não,0.0,2000.0,jogos_premium,22569
dell,2013.0,6,9,16,sim,6.0,,,QUADHD,AMOLED,não,250.0,,jogos_premium,18871
apple,2019.0,8,13,8,não,0.0,,405.0,QUADHD,OLED,não,0.0,250.0,premium,22635
hp,2017.0,6,11,32,não,0.0,3.0,515.0,FULLHD,IPS,não,0.0,250.0,ultraportatil,18112
lenovo,2019.0,8,9,16,não,0.0,2.0,109.0,HD,TN,não,0.0,2000.0,intermediario,7474
asus,2012.0,2,2,8,não,,,421.0,FULLHD,AMOLED,sim,,250.0,2em1,12057
apple,2023.0,12,23,8,não,0.0,2.0,464.0,QUADHD,OLED,não,0.0,250.0,premium,21174
apple,2015.0,12,14,16,não,0.0,3.0,,FULLHD,OLED,não,0.0,250.0,premium,16645
hp,2014.0,6,11,16,sim,4.0,,118.0,4K,IPS,não,2000.0,500.0,jogos_intermediarios,12006
razer,2013.0,8,12,32,sim,6.0,2.0,176.0,FULLHD,AMOLED,não,500.0,125.0,,22443
asus,2010.0,6,9,16,não,0.0,,328.0,HD,TN,não,1000.0,0.0,intermediario,10580
acer,2023.0,10,17,64,não,0.0,3.0,444.0,HD,VA,não,,250.0,intermediario,14935
xiaomi,2017.0,4,8,8,não,0.0,,425.0,4K,AMOLED,não,0.0,250.0,premium,15120
lenovo,2013.0,6,7,16,não,0.0,4.0,272.0,HD,TN,não,0.0,1000.0,,8318
hp,2018.0,10,18,12,sim,6.0,,,QUADHD,VA,não,0.0,2000.0,jogos_intermediarios,13396
asus,2012.0,4,5,16,não,0.0,3.0,541.0,FULLHD,TN,não,500.0,500.0,ultraportatil,15818
hp,2016.0,6,11,16,sim,6.0,2.0,140.0,QUADHD,OLED,não,0.0,2000.0,jogos_intermediarios,11389
razer,2022.0,8,12,16,não,,,,FULLHD,OLED,não,0.0,250.0,premium,16321
dell,2014.0,6,8,8,não,0.0,4.0,144.0,HD,VA,não,250.0,0.0,intermediario,6403
positivo,2017.0,4,8,6,não,0.0,,86.0,HD,TN,não,0.0,250.0,entrada,3633
huawei,2015.0,4,4,16,não,,,489.0,FULLHD,,não,0.0,250.0,premium,17366
dell,2018.0,10,11,64,não,0.0,4.0,181.0,HD,TN,não,250.0,0.0,entrada,7792
huawei,2014.0,4,7,8,não,0.0,3.0,,FULLHD,OLED,não,0.0,2000.0,,20531
hp,2016.0,4,4,12,sim,,2.0,60.0,QUADHD,,não,0.0,1000.0,,8992
samsung,2015.0,6,10,6,não,0.0,1.0,,HD,IPS,não,1000.0,0.0,,10042
huawei,2018.0,6,11,16,não,0.0,,407.0,QUADHD,AMOLED,não,0.0,2000.0,premium,22706
positivo,,8,16,16,não,0.0,,,HD,TN,não,500.0,0.0,entrada,3845
apple,2018.0,10,17,8,não,0.0,3.0,,FULLHD,AMOLED,não,,250.0,premium,15625
lenovo,2023.0,6,10,4,não,0.0,2.0,474.0,HD,IPS,não,0.0,250.0,entrada,9892
xiaomi,2018.0,10,12,8,não,0.0,2.0,403.0,QUADHD,OLED,não,0.0,250.0,premium,20235
samsung,2010.0,12,12,32,sim,6.0,,114.0,4K,AMOLED,não,500.0,500.0,jogos_premium,20447
huawei,2017.0,6,10,8,não,0.0,3.0,600.0,4K,,não,,250.0,premium,24468
hp,2014.0,4,5,8,sim,2.0,1.0,,FULLHD,IPS,não,2000.0,500.0,jogos_entrada,8314
xiaomi,2023.0,6,9,8,não,0.0,2.0,458.0,FULLHD,OLED,não,0.0,500.0,premium,14684
dell,2020.0,4,5,64,não,0.0,,253.0,HD,TN,não,2000.0,0.0,intermediario,10285
apple,2023.0,6,7,16,não,0.0,,415.0,4K,,não,0.0,2000.0,premium,20970
apple,2018.0,4,7,16,não,0.0,,448.0,FULLHD,AMOLED,não,,1000.0,premium,18035
samsung,2018.0,6,12,64,não,0.0,3.0,,FULLHD,,sim,0.0,2000.0,2em1,10660
lenovo,2020.0,8,13,6,não,0.0,2.0,,FULLHD,AMOLED,sim,0.0,1000.0,2em1,13972
hp,2022.0,8,11,8,sim,4.0,,131.0,FULLHD,TN,não,0.0,250.0,jogos_entrada,8673
asus,2011.0,4,8,8,não,0.0,,562.0,QUADHD,IPS,sim,2000.0,250.0,premium,20682
acer,2014.0,10,13,4,não,0.0,2.0,,FULLHD,AMOLED,sim,2000.0,250.0,2em1,12386
huawei,2019.0,10,11,8,não,0.0,2.0,510.0,QUADHD,AMOLED,não,0.0,2000.0,premium,23152
hp,2015.0,12,12,16,sim,6.0,2.0,,FULLHD,OLED,não,0.0,250.0,jogos_intermediarios,11035
acer,2018.0,6,7,32,sim,6.0,4.0,147.0,QUADHD,OLED,não,0.0,2000.0,,17273
razer,2023.0,6,7,8,não,0.0,2.0,454.0,FULLHD,OLED,não,0.0,500.0,premium,20049
apple,2019.0,8,13,8,não,0.0,,409.0,FULLHD,OLED,não,0.0,2000.0,premium,23600
acer,2017.0,8,9,64,não,0.0,2.0,75.0,FULLHD,,sim,0.0,,2em1,9829
asus,2019.0,6,7,8,não,0.0,3.0,581.0,4K,IPS,sim,,500.0,premium,23456
lenovo,2013.0,6,7,6,não,0.0,3.0,,FULLHD,IPS,sim,500.0,250.0,2em1,15555
hp,2011.0,8,11,12,sim,6.0,,99.0,QUADHD,IPS,não,1000.0,250.0,,10444
apple,2022.0,8,13,8,não,,2.0,411.0,4K,AMOLED,não,0.0,2000.0,premium,22724
hp,2013.0,6,8,2,não,0.0,3.0,595.0,FULLHD,,não,250.0,250.0,ultraportatil,19732
hp,2013.0,2,3,12,sim,2.0,1.0,120.0,FULLHD,OLED,não,250.0,1000.0,jogos_entrada,7643
xiaomi,2011.0,6,10,16,não,0.0,,486.0,FULLHD,OLED,não,250.0,250.0,premium,19003
samsung,2018.0,6,8,8,não,0.0,2.0,,FULLHD,AMOLED,sim,0.0,250.0,,23563
acer,2015.0,10,15,12,sim,6.0,,33.0,FULLHD,TN,não,,500.0,jogos_intermediarios,8734
huawei,2015.0,8,16,16,não,0.0,,402.0,FULLHD,AMOLED,não,0.0,500.0,premium,19314
razer,2020.0,10,20,32,sim,6.0,4.0,,FULLHD,OLED,não,0.0,1000.0,jogos_premium,21137
acer,2011.0,4,6,12,não,0.0,,525.0,FULLHD,,não,250.0,250.0,ultraportatil,16063
positivo,2010.0,4,6,2,não,0.0,2.0,224.0,HD,TN,não,250.0,0.0,entrada,6382
acer,2020.0,4,8,12,não,0.0,2.0,,FULLHD,TN,não,0.0,500.0,,19858
positivo,2015.0,4,8,16,não,,3.0,275.0,HD,IPS,não,1000.0,0.0,entrada,7060
xiaomi,2019.0,10,17,16,não,0.0,3.0,,FULLHD,OLED,não,0.0,500.0,premium,14736
dell,2021.0,12,15,2,não,0.0,4.0,159.0,HD,TN,não,500.0,0.0,entrada,5905
huawei,2017.0,6,6,8,não,0.0,2.0,,4K,,não,0.0,250.0,premium,20921
asus,2016.0,10,20,4,não,0.0,4.0,97.0,HD,,não,500.0,0.0,intermediario,6423
huawei,2014.0,4,8,8,não,0.0,3.0,474.0,4K,OLED,não,0.0,1000.0,premium,14953
positivo,2022.0,10,10,2,não,0.0,2.0,256.0,HD,TN,não,,250.0,entrada,6804
samsung,2020.0,8,16,16,não,0.0,2.0,,FULLHD,OLED,não,0.0,2000.0,premium,19921
razer,2022.0,10,10,16,sim,12.0,4.0,,FULLHD,OLED,não,0.0,250.0,jogos_premium,17841
dell,2020.0,10,13,32,não,0.0,,510.0,HD,TN,não,250.0,0.0,,11065
samsung,2015.0,10,17,6,não,0.0,3.0,344.0,HD,OLED,não,250.0,0.0,intermediario,11594
acer,2011.0,6,12,12,sim,2.0,1.0,100.0,FULLHD,VA,não,500.0,500.0,jogos_entrada,8981
xiaomi,2020.0,4,8,16,não,0.0,3.0,,FULLHD,AMOLED,não,0.0,250.0,premium,17810
xiaomi,2020.0,4,6,16,não,0.0,2.0,487.0,4K,AMOLED,não,0.0,250.0,premium,20560
samsung,2014.0,10,13,8,sim,2.0,,,FULLHD,TN,não,250.0,250.0,jogos_entrada,6865
apple,2015.0,10,12,8,não,,,415.0,4K,,não,0.0,1000.0,premium,22185
acer,2014.0,10,19,32,sim,6.0,4.0,134.0,4K,AMOLED,não,0.0,250.0,jogos_premium,15058
lenovo,2016.0,8,11,12,sim,4.0,1.0,105.0,FULLHD,IPS,não,0.0,2000.0,jogos_entrada,8074
razer,2021.0,12,17,32,sim,6.0,4.0,,FULLHD,OLED,não,0.0,1000.0,jogos_premium,15731
apple,2011.0,8,9,16,não,0.0,,578.0,FULLHD,AMOLED,não,500.0,250.0,premium,20188
dell,2014.0,10,19,12,sim,,4.0,67.0,FULLHD,OLED,não,,2000.0,jogos_entrada,10040
positivo,2010.0,6,6,6,não,0.0,,,HD,IPS,não,250.0,0.0,,6571
apple,2017.0,8,16,8,não,0.0,3.0,497.0,FULLHD,AMOLED,não,,2000.0,premium,22947
hp,2021.0,10,19,12,sim,4.0,4.0,68.0,FULLHD,IPS,não,0.0,250.0,jogos_entrada,8903
hp,2022.0,8,13,12,sim,2.0,,54.0,FULLHD,OLED,não,0.0,1000.0,,8706
positivo,2021.0,6,9,2,não,0.0,4.0,,HD,TN,não,1000.0,0.0,entrada,5951
huawei,2014.0,12,16,8,não,0.0,3.0,414.0,FULLHD,OLED,não,1000.0,250.0,premium,19468
lenovo,,8,11,4,não,0.0,,587.0,FULLHD,OLED,não,0.0,500.0,ultraportatil,16328
positivo,2010.0,2,2,8,não,0.0,4.0,162.0,HD,TN,não,1000.0,0.0,entrada,4446
huawei,2018.0,4,5,16,não,0.0,,600.0,QUADHD,AMOLED,não,0.0,2000.0,premium,19368
razer,2014.0,4,6,8,não,0.0,3.0,585.0,FULLHD,AMOLED,não,500.0,250.0,premium,23967
razer,2021.0,4,6,32,sim,6.0,4.0,,FULLHD,AMOLED,não,,2000.0,jogos_premium,13147
asus,2017.0,10,14,8,não,0.0,,459.0,FULLHD,IPS,sim,0.0,500.0,2em1,14544
acer,2015.0,8,15,6,não,0.0,3.0,208.0,HD,VA,não,500.0,0.0,,7847
asus,2012.0,2,4,2,não,0.0,4.0,403.0,HD,VA,não,0.0,1000.0,intermediario,11205
xiaomi,2017.0,8,10,8,não,0.0,,495.0,QUADHD,AMOLED,não,0.0,500.0,premium,22756
razer,2013.0,10,11,32,sim,6.0,,200.0,FULLHD,OLED,não,,2000.0,jogos_premium,15184
positivo,2017.0,4,6,2,não,0.0,,82.0,HD,TN,não,500.0,0.0,entrada,4396
dell,2019.0,8,14,4,não,0.0,2.0,566.0,FULLHD,VA,não,0.0,500.0,ultraportatil,16777
apple,2019.0,8,11,16,não,,2.0,577.0,FULLHD,OLED,não,,500.0,premium,16653
acer,2022.0,8,10,8,não,0.0,1.0,457.0,HD,IPS,não,,2000.0,entrada,10846
asus,2018.0,10,17,2,não,0.0,2.0,510.0,FULLHD,OLED,não,0.0,250.0,ultraportatil,18560
huawei,2016.0,4,4,16,não,0.0,3.0,419.0,FULLHD,AMOLED,não,0.0,2000.0,premium,14202
razer,2013.0,6,8,8,não,0.0,2.0,503.0,FULLHD,OLED,não,2000.0,250.0,premium,15431
positivo,2011.0,4,7,8,não,0.0,3.0,228.0,HD,IPS,não,0.0,1000.0,entrada,7381
asus,2013.0,2,2,8,não,0.0,,129.0,HD,TN,não,2000.0,0.0,entrada,4245
acer,2010.0,6,7,16,não,0.0,3.0,583.0,FULLHD,OLED,não,2000.0,250.0,premium,20679
xiaomi,2023.0,6,8,8,não,0.0,,,QUADHD,OLED,não,0.0,250.0,premium,17970
acer,2014.0,10,18,2,não,0.0,1.0,203.0,HD,OLED,não,250.0,0.0,,9221
razer,2012.0,12,15,16,não,0.0,2.0,,FULLHD,OLED,não,250.0,250.0,premium,21825
apple,2012.0,4,7,16,não,0.0,,519.0,QUADHD,OLED,não,1000.0,250.0,premium,25075
huawei,2017.0,6,8,8,não,,2.0,433.0,4K,OLED,não,0.0,250.0,premium,18868
hp,2013.0,6,8,12,sim,2.0,,,FULLHD,IPS,não,500.0,500.0,jogos_entrada,9600
hp,2023.0,6,12,8,sim,4.0,,197.0,FULLHD,,não,0.0,250.0,jogos_entrada,9196
positivo,2017.0,10,19,4,não,0.0,4.0,209.0,HD,IPS,não,500.0,0.0,entrada,6815
lenovo,2022.0,4,8,2,não,0.0,3.0,368.0,HD,IPS,não,0.0,250.0,entrada,8573
razer,2016.0,10,19,16,não,0.0,,499.0,4K,,não,0.0,500.0,premium,20864
asus,2023.0,6,6,4,não,0.0,,417.0,FULLHD,,sim,,1000.0,,16489
huawei,2017.0,6,9,8,não,,,563.0,4K,OLED,não,0.0,500.0,premium,18485
xiaomi,2016.0,12,13,16,não,0.0,2.0,,4K,OLED,não,0.0,2000.0,premium,18680
apple,2023.0,10,15,16,não,0.0,2.0,,4K,AMOLED,não,0.0,500.0,premium,20778
positivo,2011.0,4,8,4,não,0.0,4.0,157.0,HD,TN,não,250.0,0.0,entrada,5654
samsung,2017.0,10,11,8,não,0.0,,477.0,4K,OLED,não,,1000.0,premium,18447
lenovo,2016.0,6,9,16,sim,6.0,,115.0,QUADHD,TN,não,0.0,2000.0,jogos_intermediarios,11526
xiaomi,2010.0,10,15,16,não,,3.0,,FULLHD,AMOLED,não,0.0,1000.0,premium,22919
apple,2010.0,4,6,16,não,0.0,,490.0,4K,OLED,não,1000.0,250.0,premium,21449
samsung,,12,12,16,sim,6.0,,,4K,OLED,não,0.0,250.0,jogos_premium,16669
apple,2018.0,12,17,16,não,0.0,,445.0,QUADHD,AMOLED,não,0.0,250.0,premium,15369
apple,2021.0,4,6,16,não,0.0,2.0,504.0,4K,,não,0.0,1000.0,premium,21054
razer,2019.0,6,9,8,não,0.0,2.0,458.0,4K,,não,0.0,500.0,,16120
huawei,2018.0,8,10,8,não,0.0,3.0,559.0,QUADHD,AMOLED,não,0.0,500.0,premium,19470
acer,2018.0,8,16,12,sim,4.0,4.0,135.0,FULLHD,OLED,não,0.0,2000.0,jogos_entrada,11012
huawei,2016.0,6,11,8,não,0.0,3.0,,QUADHD,AMOLED,não,0.0,1000.0,premium,22358
dell,2019.0,6,12,4,não,0.0,,535.0,FULLHD,AMOLED,sim,,2000.0,2em1,18501
positivo,2020.0,12,13,8,não,,3.0,159.0,HD,IPS,não,250.0,0.0,entrada,6336
positivo,2023.0,12,16,16,não,0.0,,,HD,IPS,não,500.0,1000.0,,7987
apple,2021.0,4,8,8,não,0.0,,531.0,QUADHD,AMOLED,não,0.0,500.0,premium,19562
dell,2016.0,8,16,16,sim,6.0,,119.0,FULLHD,VA,não,0.0,1000.0,jogos_intermediarios,11222
lenovo,2019.0,6,10,12,sim,6.0,,98.0,QUADHD,VA,não,0.0,250.0,jogos_intermediarios,9954
positivo,2020.0,8,14,12,não,0.0,,201.0,HD,IPS,não,500.0,0.0,entrada,6521
dell,,10,17,32,não,0.0,,552.0,FULLHD,TN,não,0.0,1000.0,ultraportatil,16253
positivo,2020.0,12,16,2,não,0.0,4.0,,HD,IPS,não,1000.0,0.0,entrada,6715
dell,2020.0,6,10,12,sim,4.0,,153.0,FULLHD,TN,não,,2000.0,jogos_intermediarios,10883
acer,2014.0,10,13,4,não,0.0,,518.0,FULLHD,AMOLED,sim,0.0,1000.0,2em1,16953
lenovo,,8,9,8,sim,2.0,3.0,134.0,FULLHD,OLED,não,0.0,500.0,jogos_entrada,8941
razer,2023.0,6,7,8,não,0.0,2.0,520.0,FULLHD,OLED,não,,1000.0,premium,17862
apple,2017.0,4,5,16,não,0.0,,,FULLHD,,não,0.0,2000.0,premium,24247
samsung,2018.0,10,17,16,sim,4.0,2.0,,4K,VA,não,0.0,1000.0,jogos_intermediarios,10226
samsung,2023.0,12,21,8,não,0.0,3.0,426.0,FULLHD,,sim,0.0,2000.0,2em1,16815
huawei,2014.0,10,10,8,não,0.0,3.0,456.0,4K,AMOLED,não,1000.0,250.0,premium,18720
samsung,2023.0,6,7,32,sim,12.0,4.0,,QUADHD,OLED,não,0.0,1000.0,jogos_premium,19472
lenovo,2019.0,10,14,16,sim,6.0,,128.0,QUADHD,AMOLED,não,0.0,1000.0,jogos_premium,17339
hp,2014.0,6,11,32,não,0.0,3.0,,FULLHD,OLED,não,500.0,125.0,ultraportatil,15674
dell,2010.0,2,3,4,não,0.0,2.0,,FULLHD,IPS,não,1000.0,500.0,ultraportatil,19167
positivo,2020.0,8,9,32,não,0.0,3.0,157.0,HD,IPS,não,0.0,500.0,entrada,5981
positivo,2017.0,8,11,16,não,0.0,2.0,209.0,HD,TN,não,,250.0,entrada,6909
asus,2015.0,12,19,16,não,0.0,3.0,454.0,4K,,sim,0.0,1000.0,premium,23518
samsung,2013.0,2,2,6,não,0.0,,418.0,HD,OLED,não,2000.0,0.0,intermediario,11399
dell,2021.0,8,12,4,não,0.0,,546.0,FULLHD,TN,não,0.0,1000.0,ultraportatil,18660
razer,2016.0,8,14,16,não,0.0,,578.0,QUADHD,AMOLED,não,0.0,250.0,premium,20494
hp,2014.0,4,8,4,não,0.0,,599.0,FULLHD,,não,500.0,500.0,ultraportatil,19516
asus,2022.0,10,20,8,não,0.0,2.0,,4K,AMOLED,sim,0.0,250.0,premium,15778
huawei,2013.0,10,13,16,não,0.0,,,FULLHD,OLED,não,0.0,250.0,premium,22320
huawei,2010.0,6,11,16,não,0.0,,,4K,AMOLED,não,0.0,250.0,premium,16953
samsung,2020.0,8,16,2,não,,2.0,564.0,FULLHD,VA,não,0.0,500.0,ultraportatil,17618
razer,2017.0,10,13,8,não,0.0,,437.0,4K,AMOLED,não,0.0,250.0,premium,20113
samsung,2014.0,10,17,16,sim,6.0,,80.0,QUADHD,AMOLED,não,2000.0,1000.0,jogos_premium,21591
lenovo,2010.0,6,11,16,sim,4.0,3.0,33.0,QUADHD,OLED,não,,500.0,jogos_intermediarios,8874
asus,2019.0,6,7,2,não,0.0,2.0,554.0,FULLHD,IPS,não,0.0,250.0,ultraportatil,14577
positivo,2018.0,4,8,8,não,0.0,1.0,151.0,HD,TN,não,0.0,2000.0,entrada,6830
acer,2011.0,4,8,6,não,0.0,1.0,446.0,HD,TN,não,500.0,0.0,entrada,9612
razer,2022.0,8,16,16,sim,8.0,,148.0,QUADHD,AMOLED,não,0.0,1000.0,jogos_premium,25175
apple,2015.0,4,6,16,não,,2.0,527.0,FULLHD,OLED,não,0.0,250.0,premium,18106
razer,2017.0,12,18,16,não,0.0,2.0,523.0,FULLHD,,não,0.0,,premium,19241
huawei,2013.0,10,19,8,não,0.0,,405.0,QUADHD,OLED,não,500.0,250.0,premium,22548
razer,2019.0,4,8,16,sim,6.0,,126.0,QUADHD,AMOLED,não,0.0,250.0,jogos_premium,18446
samsung,2018.0,12,24,16,não,0.0,,,4K,AMOLED,sim,0.0,1000.0,premium,21915
lenovo,2011.0,6,10,16,não,,,533.0,HD,TN,não,2000.0,0.0,entrada,11140
dell,2012.0,4,5,2,não,0.0,1.0,,HD,TN,não,,0.0,entrada,4321
razer,2021.0,6,12,16,não,,,443.0,QUADHD,OLED,não,0.0,500.0,,17132
hp,2018.0,6,9,8,sim,4.0,2.0,,FULLHD,VA,não,0.0,250.0,jogos_entrada,8361
razer,2013.0,4,4,8,não,0.0,2.0,533.0,QUADHD,OLED,não,500.0,250.0,,17756
razer,2020.0,10,18,32,sim,6.0,,186.0,4K,OLED,não,0.0,250.0,jogos_premium,17283
dell,2018.0,4,4,16,sim,6.0,,145.0,FULLHD,VA,não,0.0,250.0,jogos_intermediarios,10002
dell,2020.0,4,7,4,não,0.0,2.0,521.0,FULLHD,VA,não,0.0,1000.0,ultraportatil,16720
xiaomi,2016.0,12,21,16,não,0.0,3.0,409.0,FULLHD,OLED,não,0.0,250.0,premium,22853
huawei,2012.0,10,10,8,não,0.0,,488.0,4K,,não,500.0,250.0,premium,24424
hp,2017.0,10,12,32,não,0.0,2.0,590.0,FULLHD,VA,não,0.0,2000.0,ultraportatil,21005
huawei,2023.0,6,10,8,não,0.0,3.0,515.0,FULLHD,AMOLED,não,0.0,2000.0,premium,25725
asus,2013.0,6,9,6,não,0.0,,,HD,TN,não,0.0,250.0,entrada,9197
positivo,2015.0,10,18,12,não,0.0,,,HD,TN,não,0.0,,entrada,4933
xiaomi,2023.0,10,17,16,não,0.0,,560.0,FULLHD,OLED,não,,2000.0,premium,17799
positivo,2014.0,8,14,32,não,0.0,,217.0,HD,IPS,não,1000.0,0.0,entrada,7512
lenovo,,8,15,16,não,,2.0,504.0,FULLHD,VA,não,0.0,1000.0,ultraportatil,16880
lenovo,2010.0,4,6,2,não,0.0,3.0,565.0,FULLHD,IPS,não,500.0,125.0,ultraportatil,16058
hp,2015.0,8,12,12,sim,4.0,1.0,113.0,FULLHD,VA,não,0.0,2000.0,,9625
positivo,2015.0,6,7,16,não,0.0,3.0,160.0,HD,TN,não,,2000.0,entrada,7052
huawei,2011.0,12,22,16,não,0.0,2.0,,QUADHD,AMOLED,não,250.0,250.0,premium,26061
samsung,2016.0,6,6,16,não,,,,FULLHD,IPS,não,0.0,250.0,ultraportatil,14350
acer,2018.0,8,14,12,sim,2.0,,140.0,FULLHD,VA,não,0.0,250.0,jogos_entrada,8833
hp,2012.0,10,15,16,sim,6.0,,171.0,QUADHD,TN,não,500.0,500.0,jogos_intermediarios,11292
